Bracket Type=4,
File Name,InjVol
210322_Blk_Blk_1,2
210322_Blk_Blk_2,2
210322_Blk_Blk_3,2
210322_Std_H2OInMatrix_1,2
210322_Std_4uMStdsMix1InH2O_1,2
210322_Std_4uMStdsMix2InH2O_1,2
210322_Std_4uMStdsMix1InMatrix_1,2
210322_Std_4uMStdsMix2InMatrix_1,2
210322_Blk_Blk_4,2
210322_Blk_Blk_5,2
210322_Poo_TruePoo_Half1,2
210322_Poo_TruePoo_Full1,2
210322_Blk_Blk_6,2
210322_Blk_Blank1_A,2
210322_Blk_Blank1_B,2
210322_Blk_Blank1_C,2
210322_Smp_Aloha_A,2
210322_Smp_Aloha_B,2
210322_Smp_Aloha_C,2
210322_Blk_Blk_7,2
210322_Blk_Blank2_A,2
210322_Blk_Blank2_B,2
210322_Blk_Blank2_C,2
210322_Smp_PS_A,2
210322_Smp_PS_B,2
210322_Smp_PS_C,2
210322_Blk_Blk_8,2
210322_Blk_Blank3_A,2
210322_Blk_Blank3_B,2
210322_Blk_Blank3_C,2
210322_Smp_NP_A,2
210322_Smp_NP_B,2
210322_Smp_NP_C,2
210322_Blk_Blk_9,2
210322_Blk_Blank4_A,2
210322_Blk_Blank4_B,2
210322_Blk_Blank4_C,2
210322_Smp_LW_A,2
210322_Smp_LW_B,2
210322_Smp_LW_C,2
210322_Blk_Blk_10,2
210322_Poo_TruePoo_Half2,2
210322_Poo_TruePoo_Full2,2
210322_Blk_Blk_11,2
210322_Blk_Blank5_A,2
210322_Blk_Blank5_B,2
210322_Blk_Blank5_C,2
210322_Smp_C_1mL_NS_A,2
210322_Smp_C_1mL_NS_B,2
210322_Smp_C_1mL_NS_C,2
210322_Blk_Blk_12,2
210322_Blk_Blank6_A,2
210322_Blk_Blank6_B,2
210322_Blk_Blank6_C,2
210322_Smp_C_1mL_SBe_A,2
210322_Smp_C_1mL_SBe_B,2
210322_Smp_C_1mL_SBe_C,2
210322_Blk_Blk_13,2
210322_Smp_C_1mL_SAf_A,2
210322_Smp_C_1mL_SAf_B,2
210322_Smp_C_1mL_SAf_C,2
210322_Blk_Blk_13a,2
210322_Blk_Blank7_A,2
210322_Blk_Blank7_B,2
210322_Blk_Blank7_C,2
210322_Smp_Mort_Test_A,2
210322_Smp_Mort_Test_B,2
210322_Blk_Blk_14,2
210322_Smp_PPL_Aloha_A,2
210322_Smp_PPL_Aloha_B,2
210322_Smp_PPL_Aloha_C,2
210322_Blk_Blk_15,2
210322_Smp_PPL_PS_A,2
210322_Smp_PPL_PS_B,2
210322_Smp_PPL_PS_C,2
210322_Blk_Blk_16,2
210322_Blk_PPL_Blank_A,2
210322_Blk_PPL_Blank_B,2
210322_Blk_PPL_Blank_C,2
210322_Blk_Blk_17,2
210322_Poo_TruePoo_Half3,2
210322_Poo_TruePoo_Full3,2
210322_Blk_Blk_18,2
210322_Std_H2OInMatrix_2,2
210322_Std_4uMStdsMix1InH2O_2,2
210322_Std_4uMStdsMix2InH2O_2,2
210322_Std_4uMStdsMix1InMatrix_2,2
210322_Std_4uMStdsMix2InMatrix_2,2
210322_Blk_Blk_19,2
210322_Blk_Blk_20,2
